Order ID,Product ID,Customer ID,Product Name,Category,Region,Date of Sale,Quantity Sold,Unit Price,Discount,Shipping Cost,Payment Method,Customer Name,Customer Email,Customer Address
1030,P110,C503,I Eye,Books,North America,2024-05-12,4,429.13,0.25,17.13,PayPal,Edward Stewart,ylang@novak-wilson.biz,"""2448 Stephenson Tunnel, Burchland, FL 27802"""
1031,P349,C268,Use Nearly,Electronics,Australia,2025-01-13,1,296.56,0.18,19.44,Debit Card,Phillip Parker,alecturner@banks-pittman.org,"""36144 Paul Station Suite 987, North David, TX 18952"""
1032,P147,C466,Upon Least,Shoes,North America,2024-12-18,4,332.4,0.15,6.47,Bank Transfer,Alec Armstrong,shawngreen@dean.com,"""309 Tonya Course, Dawnhaven, UT 31306"""
1033,P400,C988,Perform Drive,Clothing,Australia,2024-11-20,2,199.96,0.28,12.19,Bank Transfer,Michael Spencer,nanderson@yahoo.com,"""6096 Michael Common Suite 321, West Joel, NE 10054"""
1034,P323,C956,Pick Sea,Accessories,Asia,2024-08-08,4,385.04,0.28,22.69,Debit Card,Patricia Wiley,thomasanderson@yahoo.com,"""05867 Rice Via Suite 855, North Michelle, ND 16978"""
1035,P993,C472,Oil Its,Books,North America,2024-04-27,5,94.37,0.03,6.17,Debit Card,Mary Goodman,robert96@gmail.com,"""1673 White Stravenue, East Robert, FL 52300"""
1036,P584,C234,Baby Large,Clothing,North America,2024-10-24,4,452.36,0.21,8.86,PayPal,Anthony Bonilla,angelaturner@rodriguez.com,"""066 Bruce Corners, Port Renee, AR 23069"""
1037,P252,C857,Sea Environment,Accessories,Asia,2025-01-10,3,421.26,0.05,10.26,PayPal,Lawrence Clayton,mcdanieljacqueline@morales.net,"""4695 Nguyen Ramp Apt. 369, East Daniel, IN 92403"""
1038,P943,C541,Go Crime,Shoes,North America,2025-02-06,2,445.24,0.08,21.64,Debit Card,Matthew Jones,cowanalejandro@yahoo.com,"""49642 Sullivan Oval, Briggsside, MI 90285"""
1039,P200,C548,Low Because,Accessories,Asia,2024-06-03,2,493.1,0.27,12.73,Debit Card,Stephen Turner,starkkaitlin@gmail.com,"""05916 Brewer Pines Suite 281, East Robert, SD 35501"""
1040,P290,C630,Concern Agreement,Books,Europe,2024-08-17,5,348.28,0.03,22.89,Credit Card,Greg Martin,michaelcochran@yahoo.com,"""3327 Matthew Mountains, Robertmouth, WA 73379"""
1041,P484,C521,Along Debate,Accessories,Europe,2024-06-15,2,233.88,0.26,10.02,Credit Card,Jonathan Nguyen,carlahurst@morales.com,"""41867 Kim Rapid, Lake Benjamin, MO 85766"""
1042,P566,C282,Month Home,Shoes,Europe,2024-09-27,1,297.54,0.17,22.72,PayPal,Jennifer Clark,zwilson@baker.info,"""242 Miller Way Suite 037, Diazberg, GA 73314"""
1043,P647,C360,Center Most,Books,Europe,2025-02-18,4,317.16,0.13,9.89,PayPal,Eric Kline,matthewatkins@fox-brown.com,"""343 Brandon Ville Suite 377, Smithbury, MI 42681"""
1044,P139,C739,Law Company,Electronics,North America,2025-01-05,3,163.8,0.29,16.86,Bank Transfer,Victor Bernard,catherineglass@hotmail.com,"""2826 Simpson Rapids Apt. 043, North Robertville, CT 92979"""
1045,P494,C643,Community Off,Shoes,Australia,2024-08-28,1,239.31,0.03,15.59,Bank Transfer,Brandy Johnson,anthony34@rice.com,"""525 Hickman Junctions Apt. 775, Jonathanstad, NJ 72467"""
1046,P560,C200,Natural Effect,Shoes,North America,2024-04-29,4,288.73,0.01,15.24,PayPal,William Schmidt,cory74@bass.com,"""357 Rebecca Wall, Joshuafort, WA 46561"""
1047,P401,C324,Hot Provide,Electronics,Australia,2025-01-14,3,159.19,0.02,8.48,Credit Card,Christina Garcia,eavery@palmer.com,"""77667 Mcdaniel Lane, Thomasburgh, NJ 44685"""
1048,P588,C881,Attack Power,Clothing,Europe,2024-06-22,2,273.64,0.27,18.67,Bank Transfer,James Hernandez,ballen@yahoo.com,"""8650 Casey Inlet Suite 409, Michaelshire, DC 22865"""
1049,P576,C961,Choose With,Electronics,North America,2025-01-18,3,149.45,0.2,19.56,PayPal,Steven White,ihoward@yahoo.com,"""54840 Aaron Center Apt. 323, Lake Julie, VA 30709"""
1050,P137,C628,Music Truth,Electronics,Asia,2024-11-20,1,282.81,0.26,24.5,Debit Card,John Thomas,kyleflynn@yahoo.com,"""71793 Marissa Hills, North Brandi, IA 41771"""
1051,P781,C451,Maybe Center,Electronics,Asia,2025-01-05,5,207.99,0.07,17.59,PayPal,Wendy Silva,torresjonathan@fry-smith.com,"""6694 Frank Station Suite 768, Lake Elizabeth, MA 11135"""
1052,P437,C664,Remain Pull,Electronics,Australia,2024-09-30,4,353.22,0.18,22.37,Bank Transfer,Kimberly Whitehead,gainesgrant@obrien-wagner.info,"""5343 Ortiz Mount, Muellerside, KY 66533"""
1053,P469,C744,Drive Yes,Shoes,Asia,2024-09-02,4,390.1,0.26,16.41,Bank Transfer,Brooke Edwards,vlee@brown-robinson.com,"""497 Green Mission, East Gabriel, RI 08575"""
1054,P268,C239,Official Movement,Electronics,Asia,2024-08-24,5,470.83,0.01,24.85,Bank Transfer,Tracey Randall,katherine59@garcia.com,"""9765 Tyler Mall, Tylerland, TN 59649"""
1055,P482,C357,Quickly Discover,Electronics,Asia,2024-10-11,3,493.96,0.12,16.08,Debit Card,Gregory Mitchell,arussell@gmail.com,"""30041 Perez Dam, Lynchborough, MA 83268"""
1056,P324,C140,Focus Various,Accessories,North America,2025-04-06,5,184.26,0.19,17.65,Credit Card,Jimmy Chase,zphillips@gmail.com,"""2988 Mcdowell Hills, Port Rhondaton, DC 44760"""
1057,P985,C120,Fill Choice,Electronics,Europe,2024-07-15,2,185.15,0.2,15.05,Debit Card,Lisa Richardson,andrea52@gmail.com,"""5669 Felicia Summit Apt. 089, North Nancychester, NE 33021"""
1058,P247,C485,Market Artist,Electronics,Australia,2024-06-09,3,216.43,0.24,24.37,Credit Card,Dylan Erickson,lisaturner@hotmail.com,"""2082 Smith Centers, North Lindsayview, UT 86516"""
1059,P889,C960,Factor Buy,Shoes,Australia,2025-02-06,3,247.08,0.12,18.96,Credit Card,Evelyn Little,hufflori@baker.biz,"""33554 Edward Camp, Port Trevor, MO 57414"""
1060,P436,C252,Relationship Chair,Accessories,Australia,2025-03-26,2,67.52,0.08,22.41,Bank Transfer,Michael Williams,brandiherman@yahoo.com,"""9424 Cox Brook Suite 379, North Derrick, SD 37398"""
1061,P421,C823,Article Instead,Shoes,Australia,2024-10-11,1,476.53,0.05,6.41,Bank Transfer,Candace Hernandez,mark53@hancock.info,"""530 Charles Knoll, South Marc, RI 15339"""
1062,P244,C501,Three Sea,Electronics,Europe,2024-10-31,5,386.47,0.24,24.78,Debit Card,Edward Flynn,patriciacox@gmail.com,"""127 Steven Creek Suite 512, East Suzanne, NJ 28273"""
1063,P424,C484,Food Act,Accessories,North America,2025-01-13,5,297.15,0.22,8.1,Credit Card,Kevin Merritt,cameronrobert@rogers-torres.com,"""905 Smith Spring Apt. 890, Stevenland, ND 09295"""
1064,P310,C694,Always Save,Shoes,Europe,2024-08-02,4,333.26,0.08,6.0,Bank Transfer,Kathleen Brooks,molinaeduardo@hotmail.com,"""7009 Robert Walk Suite 550, Gordonburgh, AK 64105"""
1065,P664,C359,Candidate Drop,Books,Australia,2025-04-13,2,263.01,0.19,14.17,Credit Card,Joshua Wright,yholmes@perry.com,"""8463 Pamela Ferry, South Melissashire, VA 31924"""
1066,P238,C873,Spend Like,Shoes,Asia,2024-09-16,3,268.0,0.29,19.75,Bank Transfer,Zachary Anderson,henrypamela@palmer.com,"""62853 Bradley Crest Suite 534, New Stevenborough, PA 53408"""
1067,P908,C772,Film Sure,Books,Asia,2024-04-22,5,142.56,0.2,9.77,Bank Transfer,Mark Atkins,taylordaniel@yahoo.com,"""56352 Aaron Locks, Lake Nicholas, RI 19763"""
1068,P819,C215,Heart Like,Shoes,Asia,2025-02-24,4,13.03,0.05,24.48,Credit Card,Amanda Welch,khendricks@white-lopez.com,"""53219 Velazquez Lakes, New Robinshire, LA 65438"""
1069,P141,C143,Raise Pattern,Books,Australia,2024-06-07,3,41.58,0.23,10.79,PayPal,Debbie Carr,stacybowers@gmail.com,"""1868 Beth Camp Apt. 919, Lake Katherineview, FL 54253"""
1070,P557,C332,Agent Reveal,Electronics,Europe,2024-12-25,4,344.88,0.01,24.59,PayPal,Wesley Williams,christopherjordan@hotmail.com,"""101 Burgess Island Suite 568, Port Laurahaven, HI 11370"""
1071,P589,C187,Defense Each,Clothing,Europe,2024-06-25,2,52.79,0.05,15.03,Debit Card,Carrie Owens,joycehogan@jackson.biz,"""92986 Pruitt Village, North Stephanie, GA 05107"""
1072,P253,C787,So Issue,Accessories,Asia,2025-03-14,3,229.97,0.25,5.95,Bank Transfer,Rodney Hanson,elizabeth27@hernandez.com,"""770 Patrick Gardens, Lake Travisfurt, WI 26945"""
1073,P590,C192,Already Official,Accessories,Europe,2025-02-27,1,272.89,0.25,10.14,Credit Card,Brianna Torres,xwilliams@hotmail.com,"""076 Wade Trail, New Becky, MT 01545"""
1074,P786,C301,Woman Light,Books,Europe,2025-01-02,5,463.95,0.24,5.13,Bank Transfer,Kimberly Cole,carol34@reyes.com,"""06761 Ramos Isle, Caitlinland, AR 83701"""
1075,P329,C498,Quality Area,Accessories,Europe,2024-07-18,2,95.9,0.13,12.36,Debit Card,Melissa Moore,fevans@black.org,"""1376 Davis Unions, Vargaschester, MA 24637"""
1076,P545,C839,Discuss Especially,Accessories,Asia,2024-06-29,3,286.54,0.26,9.48,PayPal,Ryan Cunningham,johnsonamy@yahoo.com,"""769 Marissa Fork, North Nicoleburgh, SC 74560"""
1077,P818,C603,Source Prove,Shoes,North America,2024-05-09,1,397.53,0.13,24.13,Credit Card,Adam Gutierrez,jonesmary@hotmail.com,"""1520 French Rue, South Ryan, OR 35000"""
1078,P910,C561,Serious Again,Accessories,Asia,2025-02-16,3,302.45,0.27,17.74,PayPal,Brooke Moore,patrickthomas@bell.org,"""326 David Burgs, West Leechester, ID 61232"""
1079,P894,C449,Beyond Watch,Shoes,Europe,2025-03-09,1,177.31,0.17,11.03,Debit Card,Rhonda Fowler,rkaiser@bailey.com,"""5014 Hale Street Suite 180, West Ericaberg, LA 55703"""
1080,P591,C516,Street Sort,Accessories,North America,2024-12-10,3,374.96,0.09,22.72,Credit Card,Matthew Smith,gguzman@morgan.org,"""850 Jeffrey Villages, Lake Steven, NV 85949"""
1081,P819,C732,Service Collection,Clothing,Asia,2024-05-12,5,21.98,0.19,13.69,Credit Card,Brittney Simmons,hhaynes@robles.com,"""06261 Sergio Via, Lake Jeremy, VT 76877"""
1082,P461,C419,Left Specific,Electronics,Europe,2024-11-23,3,107.73,0.26,12.22,Debit Card,Jasmine Johnson,osbornekayla@ford-joyce.com,"""924 Kelly Pine Suite 228, Fisherside, CA 94284"""
1083,P259,C776,Great Cause,Accessories,Europe,2024-04-21,4,279.65,0.25,19.3,Credit Card,Christopher Cardenas,timothy93@valentine.com,"""663 Briggs Grove Apt. 449, Robertmouth, CA 57534"""
1084,P348,C946,Movement Certain,Clothing,North America,2024-04-26,3,217.66,0.19,10.99,Bank Transfer,Ashlee George,andrewguerrero@schneider-rogers.net,"""40918 Guerrero Parkways, Adkinsshire, IN 44525"""
1085,P789,C610,General Individual,Clothing,Europe,2024-08-21,2,54.77,0.05,6.86,PayPal,John Dennis,wardbenjamin@lucas.info,"""825 Benitez Radial Apt. 008, Paulfort, NE 13625"""
1086,P545,C127,Military Front,Clothing,Australia,2025-03-20,1,39.65,0.06,14.44,Debit Card,Megan Nichols,davisdaniel@williams-franklin.org,"""20845 Brooks Valley, North Rebecca, OR 28981"""
1087,P856,C742,State Lose,Clothing,Europe,2024-09-02,2,15.85,0.21,23.17,Bank Transfer,Robert Cohen,webstermelissa@baker-macias.com,"""54931 Kelly Forge, West Aprilmouth, NE 25511"""
1088,P454,C212,Rich Director,Accessories,Australia,2025-03-20,3,77.11,0.19,17.16,Credit Card,James Salas,moorekenneth@richards-jackson.com,"""1879 Amy Rapids, South Leslieview, RI 14048"""
1089,P228,C517,At About,Electronics,Australia,2024-11-05,1,158.2,0.21,24.29,Debit Card,Donna Green,joeromero@hotmail.com,"""402 James Green Apt. 612, New Vanessa, NC 07225"""
1090,P356,C492,A Machine,Accessories,Europe,2025-03-15,5,337.9,0.14,5.67,Credit Card,Peter Kelley,rbrown@goodwin.biz,"""7690 David Unions Apt. 626, East Davidton, CT 53715"""
1091,P800,C286,Hope Significant,Clothing,Europe,2024-05-16,5,417.26,0.02,23.2,Credit Card,Brenda Henderson,joseph99@dudley-barrett.com,"""4136 Hatfield Road Apt. 859, Lake Justin, CA 25731"""
1092,P184,C299,Fine Whether,Clothing,Asia,2024-06-29,4,20.63,0.02,21.38,Bank Transfer,Brian Valdez,hpatterson@brown.info,"""7895 Krystal Mission Apt. 928, Martinezmouth, CA 53732"""
1093,P964,C246,Note Guess,Books,North America,2024-06-14,5,235.49,0.03,15.57,Credit Card,David Jones,bpoole@gmail.com,"""959 Rice Dam, South Carlosville, TN 72433"""
1094,P411,C140,Skin College,Shoes,Europe,2024-09-22,5,92.55,0.0,20.12,Credit Card,Ashley Barnes,juliapadilla@gmail.com,"""34306 Martin Turnpike, Lake Elizabeth, UT 03388"""
1095,P273,C105,Soldier Meeting,Books,Asia,2025-01-29,3,240.72,0.13,18.54,PayPal,Daniel Hartman,andrewnelson@gmail.com,"""64102 Rhonda Drive, West Joseph, OH 74701"""
1096,P860,C243,Up Behavior,Electronics,North America,2025-01-05,1,46.37,0.2,17.68,Debit Card,Taylor Pena,romerocameron@tucker-wright.info,"""627 Chad Forest, North Josephburgh, OR 70086"""
1097,P187,C243,Interest Simple,Electronics,Australia,2024-09-13,2,285.16,0.08,9.92,Debit Card,Bobby Collins,kenneth09@gmail.com,"""72804 Garcia Corner, Samanthaburgh, AZ 22486"""
1098,P658,C805,Site Figure,Accessories,Asia,2024-05-03,1,284.32,0.06,16.74,Bank Transfer,Todd Johnson,jenniferhernandez@schroeder.com,"""3087 Brad Lodge, Elizabethtown, VA 40859"""
1099,P942,C885,Rich Daughter,Accessories,Europe,2024-11-02,3,38.96,0.29,19.27,Credit Card,Brittany Torres,vcarter@yahoo.com,"""1457 Brown Shoals Apt. 695, Harrisborough, OR 50832"""
1100,P731,C383,Daughter Music,Accessories,North America,2024-07-17,4,25.91,0.23,5.67,Debit Card,Kelly Allen,jacksonadam@carson.com,"""7376 Sanders Stravenue Suite 566, West Jeremy, MI 28819"""
